EmployeeID,Age,Gender,MaritalStatus,Education_Level,EducationField,BusinessTravel,Department,Commute,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,Grade,Role,Satisfaction,NumCompaniesWorked,OverTime,TotalExperienceYears,YearsInCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithLineManager,Attrition
785,47,Female,Single,2,Social Sciences,frequently,Sales,27,6397,10339,719,77,2,Sales Executive,3,4,Yes,8,5,4,1,3,Yes
786,34,Male,Single,3,Other,rarely,Sales,2,6274,18686,304,60,2,Sales Executive,4,1,No,6,6,5,1,4,No
787,55,Male,Married,3,Health Science,rarely,Research & Development,2,19859,21199,725,78,5,Manager,1,5,Yes,24,5,2,1,4,Yes
789,36,Male,Single,4,Social Sciences,none,Sales,8,7587,14229,1434,76,3,Sales Executive,1,1,No,10,10,7,0,9,No
791,52,Male,Married,4,Health Science,none,Research & Development,19,4258,26589,715,41,1,Research Scientist,4,0,No,5,4,3,1,2,No
792,26,Female,Divorced,2,Social Sciences,frequently,Research & Development,1,4364,5288,575,71,1,Laboratory Technician,4,3,No,5,2,2,2,0,No
793,29,Female,Married,3,Health Science,rarely,Research & Development,27,4335,25549,657,66,2,Healthcare Representative,3,4,No,11,8,7,1,1,No
796,26,Male,Single,3,Engineering,rarely,Sales,8,5326,3064,1146,38,2,Sales Executive,1,6,No,6,4,3,1,2,Yes
797,34,Female,Single,4,Social Sciences,rarely,Research & Development,1,3280,13551,182,72,1,Research Scientist,4,2,No,10,4,2,1,3,No
799,54,Female,Divorced,4,Health Science,rarely,Research & Development,19,5485,22670,376,95,2,Manufacturing Director,1,9,Yes,9,5,3,1,4,No
800,27,Male,Married,1,Business,frequently,Sales,8,4342,24008,829,84,2,Sales Executive,4,0,No,5,4,2,1,1,No
802,37,Female,Divorced,1,Social Sciences,rarely,Research & Development,10,2782,19905,571,82,1,Research Scientist,1,0,Yes,6,5,3,4,3,No
803,38,Female,Single,4,Social Sciences,frequently,Research & Development,2,5980,26085,240,75,2,Manufacturing Director,1,6,Yes,17,15,7,4,12,No
804,34,Female,Single,4,Health Science,rarely,Research & Development,2,4381,7530,121,86,1,Research Scientist,1,1,No,6,6,5,1,3,No
805,35,Female,Married,4,Social Sciences,rarely,Sales,8,2572,20317,384,72,1,Sales Representative,4,1,No,3,3,2,0,2,No
806,30,Male,Married,3,Social Sciences,rarely,Research & Development,1,3833,24375,921,38,1,Laboratory Technician,3,3,No,7,2,2,0,2,No
807,40,Female,Married,2,Health Science,frequently,Research & Development,2,4244,9931,791,38,2,Healthcare Representative,2,1,No,8,8,7,3,7,No
808,34,Female,Married,2,Social Sciences,rarely,Sales,8,6500,13305,1111,93,2,Sales Executive,1,5,No,6,3,2,1,2,No
809,42,Male,Divorced,3,Social Sciences,frequently,Research & Development,8,18430,16225,570,66,5,Manager,4,1,No,24,24,7,14,9,No
811,23,Male,Married,3,Social Sciences,rarely,Research & Development,6,1601,3445,1243,63,1,Laboratory Technician,1,1,Yes,1,0,0,0,0,Yes
812,24,Male,Divorced,3,Social Sciences,none,Research & Development,9,2694,26551,1092,60,1,Laboratory Technician,2,1,No,1,1,0,0,0,No
813,52,Female,Married,4,Social Sciences,rarely,Research & Development,11,3149,21821,1325,82,2,Laboratory Technician,3,8,No,9,5,2,1,4,No
815,50,Male,Married,3,Health Science,rarely,Research & Development,2,17639,6881,691,64,4,Research Director,3,5,No,30,4,3,0,3,No
816,29,Female,Married,2,Social Sciences,rarely,Research & Development,1,2319,6689,805,36,1,Laboratory Technician,1,1,Yes,1,1,0,0,0,Yes
817,33,Male,Married,3,Health Science,rarely,Research & Development,7,11691,25995,213,49,3,Research Director,3,0,No,14,13,9,3,7,No
819,33,Female,Single,3,Business,rarely,Sales,16,5324,26507,118,69,2,Sales Executive,1,5,No,6,3,2,0,2,Yes
820,47,Female,Married,2,Other,rarely,Research & Development,2,16752,12982,202,33,4,Manager,4,1,Yes,26,26,14,3,0,No
823,36,Female,Married,3,Other,rarely,Research & Development,1,5228,23361,676,35,2,Manufacturing Director,2,0,No,10,9,7,0,5,No
824,29,Male,Married,2,Social Sciences,rarely,Research & Development,23,2700,23779,1252,81,1,Research Scientist,3,1,No,10,10,7,0,7,No
825,58,Male,Single,4,Social Sciences,rarely,Research & Development,2,19246,25761,286,31,5,Research Director,2,7,Yes,40,31,15,13,8,Yes
826,35,Female,Single,4,Social Sciences,rarely,Research & Development,1,2506,13301,1258,40,1,Research Scientist,3,3,No,7,2,2,2,2,No
827,42,Female,Married,2,Social Sciences,rarely,Research & Development,1,6062,4051,932,43,2,Manufacturing Director,4,9,Yes,8,4,3,0,2,No
828,28,Male,Single,4,Health Science,rarely,Research & Development,2,4382,16374,890,46,1,Research Scientist,3,6,No,5,2,2,2,1,Yes
829,36,Male,Married,3,Human Resources,rarely,Human Resources,13,2143,25527,1041,36,1,Human Resources,2,4,No,8,5,2,0,4,No
830,32,Female,Married,3,Social Sciences,rarely,Research & Development,4,6162,19124,859,98,2,Manufacturing Director,3,1,No,14,14,13,6,8,No
832,40,Male,Single,4,Health Science,frequently,Research & Development,16,5094,11983,720,51,2,Laboratory Technician,3,6,No,10,1,0,0,0,No
833,30,Female,Single,3,Health Science,rarely,Research & Development,2,6877,20234,946,52,2,Manufacturing Director,4,5,Yes,12,0,0,0,0,No
834,45,Female,Single,3,Social Sciences,rarely,Research & Development,2,2274,6153,252,95,1,Research Scientist,3,1,No,1,1,0,0,0,No
836,42,Male,Married,3,Social Sciences,rarely,Research & Development,29,4434,11806,933,98,2,Manufacturing Director,2,1,No,10,9,8,7,8,No
837,38,Male,Divorced,3,Social Sciences,frequently,Research & Development,12,6288,4284,471,45,2,Healthcare Representative,1,2,No,13,4,3,1,2,No
838,34,Female,Single,4,Social Sciences,frequently,Research & Development,16,2553,8306,702,100,1,Research Scientist,4,1,No,6,5,2,1,3,No
840,49,Female,Married,3,Business,rarely,Sales,11,7654,5860,1184,43,3,Sales Executive,4,1,No,9,9,8,7,7,Yes
842,55,Male,Single,1,Health Science,rarely,Sales,2,5160,21519,436,37,2,Sales Executive,4,4,No,12,9,7,7,3,Yes
843,43,Male,Married,2,Social Sciences,rarely,Research & Development,14,17159,5200,589,94,4,Research Director,1,6,No,22,4,1,1,0,No
844,27,Male,Divorced,1,Engineering,rarely,Research & Development,5,12808,8842,269,42,3,Research Director,4,1,Yes,9,9,8,0,8,No
845,35,Male,Single,3,Other,rarely,Research & Development,7,10221,18869,950,59,3,Manufacturing Director,3,3,No,17,8,5,1,6,No
846,28,Female,Married,4,Business,rarely,Sales,2,4779,3698,760,81,2,Sales Executive,2,1,Yes,8,8,7,7,5,No
847,34,Male,Married,2,Human Resources,rarely,Human Resources,3,3737,2243,829,88,1,Human Resources,4,0,No,4,3,2,0,2,No
848,26,Female,Married,2,Health Science,frequently,Research & Development,5,2366,20898,887,88,1,Research Scientist,3,1,Yes,8,8,7,1,7,Yes
850,27,Male,Married,3,Health Science,none,Research & Development,3,1706,16571,443,50,1,Research Scientist,4,1,No,0,0,0,0,0,No
851,51,Female,Married,4,Business,rarely,Sales,26,16307,5594,1318,66,4,Manager,3,2,No,29,20,6,4,17,No
852,44,Male,Single,3,Health Science,rarely,Research & Development,4,5933,5197,625,50,2,Healthcare Representative,2,9,No,10,5,2,2,3,No
854,25,Male,Single,1,Health Science,rarely,Research & Development,2,3424,21632,180,65,1,Research Scientist,1,7,No,6,4,3,0,1,No
855,33,Male,Divorced,3,Health Science,rarely,Sales,1,4037,21816,586,48,2,Sales Executive,1,1,No,9,9,8,0,8,No
856,35,Female,Single,1,Health Science,rarely,Research & Development,27,2559,17852,1343,53,1,Research Scientist,1,1,No,6,6,5,1,1,No
857,36,Male,Married,2,Social Sciences,rarely,Sales,1,6201,2823,928,56,2,Sales Executive,4,1,Yes,18,18,14,4,11,No
859,32,Male,Divorced,4,Social Sciences,rarely,Sales,13,4403,9250,117,73,2,Sales Executive,4,2,No,8,5,2,0,3,No
861,30,Male,Divorced,4,Social Sciences,frequently,Research & Development,5,3761,2373,1012,75,1,Research Scientist,4,9,No,10,5,4,0,3,No
862,53,Female,Married,2,Business,rarely,Sales,7,10934,20715,661,78,3,Sales Executive,4,7,Yes,35,5,2,0,4,No
864,45,Male,Divorced,3,Business,rarely,Sales,9,10761,19239,930,74,3,Sales Executive,1,4,Yes,18,5,4,0,2,No
865,32,Female,Married,2,Health Science,rarely,Research & Development,8,5175,22162,638,91,2,Research Scientist,3,5,No,9,5,3,1,3,No
867,52,Female,Married,4,Health Science,frequently,Research & Development,25,13826,19028,890,81,4,Manufacturing Director,4,3,No,31,9,8,0,0,No
868,37,Male,Divorced,4,Business,rarely,Sales,16,6334,24558,342,66,2,Sales Executive,3,4,No,9,1,0,0,0,No
869,28,Male,Divorced,2,Health Science,rarely,Human Resources,8,4936,23965,1169,63,1,Human Resources,4,1,No,6,5,1,0,4,No
872,22,Male,Married,2,Social Sciences,rarely,Research & Development,1,4775,19146,1230,33,2,Manufacturing Director,4,6,No,4,2,2,2,2,No
874,44,Male,Married,4,Social Sciences,rarely,Research & Development,8,2818,5044,986,62,1,Laboratory Technician,4,2,Yes,10,3,2,0,2,No
875,42,Male,Single,1,Health Science,frequently,Research & Development,2,2515,9068,1271,35,1,Research Scientist,4,5,Yes,8,2,1,2,2,No
878,36,Male,Married,3,Social Sciences,rarely,Human Resources,8,2342,8635,1278,77,1,Human Resources,1,0,No,6,5,4,0,3,No
879,25,Male,Married,1,Other,rarely,Sales,3,4194,14363,141,98,2,Sales Executive,1,1,Yes,5,5,3,0,3,No
880,35,Female,Married,3,Social Sciences,rarely,Research & Development,9,10685,23457,607,66,3,Manufacturing Director,3,1,Yes,17,17,14,5,15,No
881,35,Female,Divorced,4,Social Sciences,frequently,Research & Development,25,2022,16612,130,96,1,Research Scientist,2,1,Yes,10,10,2,7,8,Yes
882,32,Male,Divorced,3,Social Sciences,none,Research & Development,1,2314,9148,300,61,1,Laboratory Technician,4,0,No,4,3,0,0,2,No
885,25,Male,Married,1,Business,rarely,Sales,4,4256,18154,583,87,2,Sales Executive,1,1,No,5,5,2,0,3,No
887,49,Female,Married,3,Engineering,rarely,Research & Development,1,3580,10554,1418,36,1,Research Scientist,1,2,No,7,4,2,0,2,No
888,24,Male,Married,1,Social Sciences,none,Research & Development,4,3162,10778,1269,46,1,Laboratory Technician,4,0,No,6,5,2,3,4,No
889,32,Male,Married,2,Social Sciences,frequently,Sales,5,6524,8891,379,48,2,Sales Executive,2,1,No,10,10,8,5,3,No
893,38,Male,Married,3,Business,rarely,Sales,9,2899,12102,395,98,1,Sales Representative,2,0,No,3,2,2,1,2,No
894,42,Female,Married,3,Social Sciences,rarely,Research & Development,3,5231,23726,1265,95,2,Laboratory Technician,4,2,Yes,17,5,3,1,3,No
895,31,Male,Married,4,Social Sciences,rarely,Research & Development,11,2356,14871,1222,48,1,Research Scientist,4,3,Yes,8,6,4,0,2,No
896,29,Female,Divorced,3,Health Science,rarely,Sales,1,2800,23522,341,48,1,Sales Representative,3,6,Yes,5,3,2,0,2,Yes
897,53,Male,Married,3,Business,rarely,Sales,8,11836,22789,868,73,4,Sales Executive,4,5,No,28,2,0,2,2,No
899,35,Male,Married,3,Engineering,rarely,Research & Development,25,10903,9129,672,78,3,Manufacturing Director,2,3,No,16,13,10,4,8,No
900,37,Female,Married,2,Health Science,frequently,Sales,21,2973,21222,1231,54,1,Sales Representative,4,5,No,10,5,4,0,0,No
901,53,Female,Single,4,Social Sciences,rarely,Research & Development,23,14275,20206,102,72,4,Research Director,4,6,No,33,12,9,3,8,No
902,43,Female,Married,3,Social Sciences,frequently,Research & Development,1,5562,21782,422,33,2,Healthcare Representative,4,4,No,12,5,2,2,2,No
903,47,Female,Married,2,Business,rarely,Sales,2,4537,17783,249,35,2,Sales Executive,4,0,Yes,8,7,6,7,7,No
904,37,Male,Single,2,Health Science,none,Sales,19,7642,4814,1252,32,3,Sales Executive,2,1,Yes,10,10,0,0,9,No
905,50,Male,Divorced,4,Social Sciences,none,Research & Development,2,17924,4544,881,98,4,Manager,1,1,No,31,31,6,14,7,No
909,39,Female,Married,3,Social Sciences,rarely,Human Resources,2,5204,7790,1383,42,2,Human Resources,4,8,No,13,5,4,0,4,No
910,33,Male,Divorced,2,Human Resources,rarely,Human Resources,3,2277,22650,1075,57,1,Human Resources,2,3,Yes,7,4,3,0,3,No
911,32,Male,Single,4,Social Sciences,rarely,Research & Development,25,2795,18016,374,87,1,Laboratory Technician,4,1,Yes,1,1,0,0,1,Yes
912,29,Female,Divorced,1,Health Science,rarely,Research & Development,7,2532,6054,1086,62,1,Laboratory Technician,4,6,No,8,4,3,0,3,No
913,44,Male,Married,2,Social Sciences,rarely,Research & Development,9,2559,7508,661,61,1,Research Scientist,1,1,Yes,8,8,7,7,1,No
916,28,Male,Single,4,Health Science,rarely,Sales,5,4908,24252,821,98,2,Sales Executive,4,1,No,4,4,2,0,2,No
918,58,Male,Divorced,1,Social Sciences,frequently,Research & Development,2,2380,13384,781,57,1,Laboratory Technician,4,9,Yes,3,1,0,0,0,Yes
920,43,Female,Divorced,3,Social Sciences,rarely,Research & Development,8,4765,23814,177,55,2,Manufacturing Director,2,4,No,4,1,0,0,0,No
922,20,Female,Single,3,Health Science,rarely,Sales,2,2044,22052,500,49,1,Sales Representative,3,1,No,2,2,2,0,2,Yes
923,21,Female,Single,1,Other,rarely,Research & Development,18,2693,8870,1427,65,1,Research Scientist,4,1,No,1,1,0,0,0,Yes
924,36,Male,Married,1,Social Sciences,rarely,Research & Development,14,6586,4821,1425,68,2,Healthcare Representative,4,0,Yes,17,16,8,4,11,No
925,47,Female,Single,4,Social Sciences,rarely,Sales,2,3294,13137,1454,65,1,Sales Representative,4,1,Yes,3,3,2,1,2,No
926,22,Female,Married,1,Social Sciences,rarely,Research & Development,3,4171,10022,617,34,2,Manufacturing Director,3,0,Yes,4,3,2,0,2,Yes
927,41,Female,Divorced,4,Social Sciences,rarely,Research & Development,2,2778,17725,1085,57,1,Laboratory Technician,4,4,Yes,10,7,7,1,0,Yes
930,28,Female,Divorced,3,Health Science,rarely,Research & Development,9,2377,9834,995,77,1,Research Scientist,3,5,No,6,2,2,2,2,No
932,39,Male,Married,3,Health Science,rarely,Research & Development,6,2404,4303,1122,70,1,Laboratory Technician,1,7,Yes,8,2,2,2,2,Yes
933,27,Female,Single,3,Social Sciences,rarely,Research & Development,4,2318,17808,618,76,1,Research Scientist,3,1,No,1,1,1,0,0,No
934,34,Male,Divorced,3,Social Sciences,rarely,Research & Development,10,2008,6896,546,83,1,Laboratory Technician,2,1,No,1,1,0,1,0,No
936,42,Female,Single,2,Health Science,rarely,Sales,14,6244,7824,462,68,2,Sales Executive,3,7,No,10,5,4,0,3,No
939,33,Male,Single,4,Other,rarely,Research & Development,1,2799,3339,1198,100,1,Research Scientist,1,3,Yes,6,3,2,0,2,No
940,58,Female,Divorced,3,Engineering,rarely,Research & Development,5,10552,9255,1272,37,3,Healthcare Representative,2,2,Yes,24,6,0,0,4,No
941,31,Male,Married,4,Social Sciences,rarely,Sales,7,2329,11737,154,41,1,Sales Representative,3,3,No,13,7,7,5,2,No
942,35,Female,Married,1,Social Sciences,rarely,Research & Development,21,4014,19170,1137,51,2,Healthcare Representative,4,1,Yes,10,10,6,0,7,No
944,49,Female,Married,2,Other,rarely,Research & Development,8,7403,22477,527,51,3,Laboratory Technician,2,4,No,29,26,9,1,7,No
945,48,Male,Married,4,Health Science,rarely,Research & Development,20,2259,5543,1469,51,1,Research Scientist,3,4,No,13,0,0,0,0,No
947,31,Female,Married,2,Business,none,Sales,20,6932,24406,1188,45,2,Sales Executive,3,1,No,9,9,8,0,0,No
949,36,Male,Single,4,Other,rarely,Research & Development,7,4678,23293,188,65,1,Research Scientist,4,2,No,8,6,2,0,1,No
950,38,Female,Married,3,Engineering,rarely,Research & Development,1,13582,16292,1333,80,3,Research Director,1,1,No,15,15,12,5,11,No
951,32,Female,Married,3,Social Sciences,none,Research & Development,1,2332,3974,1184,70,1,Laboratory Technician,2,6,No,5,3,0,0,2,No
952,25,Male,Married,2,Business,rarely,Sales,19,2413,18798,867,36,1,Sales Representative,2,1,Yes,1,1,0,0,0,Yes
954,40,Male,Divorced,4,Business,rarely,Sales,10,9705,20652,658,67,3,Sales Executive,2,2,No,11,1,0,0,0,No
956,26,Male,Single,3,Health Science,frequently,Sales,1,4294,11148,1283,52,2,Sales Executive,1,1,No,7,7,7,0,7,No
957,41,Male,Single,3,Health Science,rarely,Research & Development,6,4721,3119,263,59,1,Laboratory Technician,1,2,Yes,20,18,13,2,17,No
958,36,Male,Single,4,Health Science,rarely,Research & Development,2,2519,12287,938,79,1,Laboratory Technician,3,4,No,16,11,8,3,9,No
959,19,Male,Single,3,Other,rarely,Sales,21,2121,9947,419,37,1,Sales Representative,2,1,Yes,1,1,0,0,0,Yes
960,20,Male,Single,3,Engineering,rarely,Research & Development,4,2973,13008,129,84,1,Laboratory Technician,1,1,No,1,1,0,0,0,Yes
961,31,Female,Married,3,Health Science,rarely,Research & Development,12,5855,17369,616,41,2,Healthcare Representative,4,0,Yes,10,9,7,8,5,No
964,40,Male,Divorced,4,Health Science,frequently,Research & Development,9,3617,25063,1469,35,1,Research Scientist,2,8,Yes,3,1,1,0,0,No
966,32,Female,Married,4,Health Science,rarely,Research & Development,3,6725,13554,498,93,2,Manufacturing Director,1,1,No,8,8,7,6,3,No
967,36,Male,Married,1,Social Sciences,rarely,Sales,3,10325,5518,530,51,3,Sales Executive,4,1,Yes,16,16,7,3,7,Yes
969,33,Female,Single,3,Social Sciences,rarely,Research & Development,1,6949,12291,1069,42,2,Healthcare Representative,4,0,No,6,5,0,1,4,No
970,37,Male,Married,4,Social Sciences,rarely,Sales,1,10609,14922,625,46,3,Sales Executive,3,5,No,17,14,1,11,7,Yes
972,45,Male,Married,2,Social Sciences,none,Research & Development,4,4447,23163,805,57,2,Laboratory Technician,2,1,No,9,9,7,0,8,No
974,29,Female,Married,3,Engineering,frequently,Sales,20,2157,18203,1404,84,1,Sales Representative,4,1,No,3,3,1,0,2,No
975,35,Female,Married,3,Health Science,rarely,Sales,18,4601,6179,1219,86,2,Sales Executive,3,1,No,5,5,2,1,0,No
976,52,Male,Married,2,Social Sciences,rarely,Research & Development,1,17099,13829,1053,70,4,Manager,4,2,No,26,9,8,7,8,No
977,58,Male,Single,3,Engineering,rarely,Research & Development,2,2479,26227,289,51,1,Research Scientist,3,4,No,7,1,0,0,0,Yes
981,53,Male,Divorced,2,Health Science,rarely,Sales,2,14852,13938,1376,45,4,Manager,3,6,No,22,17,13,15,2,No
982,30,Male,Divorced,2,Other,rarely,Sales,8,7264,9977,231,62,3,Sales Executive,3,5,No,10,8,4,7,7,No
983,38,Female,Single,3,Engineering,none,Sales,10,5666,19899,152,85,2,Sales Executive,4,1,Yes,6,5,3,1,3,No
984,35,Male,Divorced,4,Social Sciences,rarely,Sales,3,7823,6812,882,92,3,Sales Executive,4,6,No,12,10,9,0,8,No
985,39,Male,Single,5,Social Sciences,rarely,Sales,2,7880,2560,903,41,3,Sales Executive,3,0,No,9,8,7,0,7,No
986,40,Female,Single,3,Social Sciences,none,Sales,24,13194,17071,1479,100,4,Sales Executive,2,4,Yes,22,1,0,0,0,Yes
987,47,Male,Divorced,4,Health Science,frequently,Research & Development,16,5067,6759,1379,64,2,Manufacturing Director,3,1,Yes,20,19,10,2,7,No
990,36,Male,Divorced,4,Engineering,none,Sales,8,5079,25952,1229,84,2,Sales Executive,4,4,No,12,7,7,0,7,No
991,31,Male,Single,2,Health Science,none,Research & Development,9,2321,10322,335,46,1,Research Scientist,1,0,Yes,4,3,2,1,2,Yes
992,33,Male,Single,3,Social Sciences,none,Sales,17,17444,20489,722,38,4,Manager,3,1,No,10,10,8,6,0,No
994,29,Female,Single,3,Social Sciences,rarely,Research & Development,10,2404,11479,906,92,1,Research Scientist,1,6,Yes,3,0,0,0,0,Yes
995,33,Female,Single,1,Social Sciences,rarely,Research & Development,13,3452,17241,461,53,1,Research Scientist,4,3,No,5,3,2,0,2,No
996,45,Female,Divorced,4,Health Science,rarely,Research & Development,1,2270,11005,974,91,1,Laboratory Technician,4,3,No,8,5,3,0,2,No
997,50,Male,Divorced,2,Health Science,rarely,Research & Development,1,17399,6615,1126,66,4,Research Director,4,9,No,32,5,4,1,3,No
998,33,Female,Married,4,Other,frequently,Research & Development,1,5488,20161,827,84,2,Healthcare Representative,2,1,Yes,6,6,5,1,2,No
999,41,Male,Divorced,3,Health Science,frequently,Research & Development,9,19419,3735,840,64,5,Research Director,3,2,No,21,18,16,0,11,No
1001,27,Female,Married,4,Engineering,rarely,Research & Development,16,2811,12086,1134,37,1,Laboratory Technician,2,9,No,4,2,2,2,2,No
1002,45,Male,Married,2,Social Sciences,none,Research & Development,23,3633,14039,248,42,2,Laboratory Technician,1,1,Yes,9,9,8,0,8,No
1003,47,Female,Single,2,Social Sciences,rarely,Sales,4,4163,8571,955,83,2,Sales Executive,4,1,Yes,9,9,0,0,7,No
1004,30,Female,Married,3,Social Sciences,rarely,Research & Development,22,2132,11539,138,48,1,Research Scientist,3,4,Yes,7,5,2,0,1,Yes
1005,50,Male,Married,3,Social Sciences,rarely,Research & Development,24,13973,4161,939,95,4,Manufacturing Director,3,3,Yes,22,12,11,1,5,No
1006,38,Male,Married,1,Health Science,frequently,Research & Development,10,2684,12127,1391,66,1,Research Scientist,3,0,No,3,2,1,0,2,No
1007,46,Male,Divorced,2,Health Science,rarely,Research & Development,7,10845,24208,566,75,3,Manufacturing Director,3,6,No,13,8,7,0,7,No
1009,24,Female,Divorced,1,Health Science,rarely,Research & Development,17,4377,24117,1206,41,2,Manufacturing Director,3,1,No,5,4,2,3,2,No
